Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ONE FORT,"2,137,000","1,205.57","1,773",Aug-22,FORT ROAD,Resale,Strata,112,"19,080",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
FAIRMOUNT CONDOMINIUM,"1,718,888","1,959.05",877,Aug-22,EASTWOOD ROAD,Resale,Strata,182,"9,444",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
AFFINITY AT SERANGOON,"1,070,000",624.31,"1,714",Aug-22,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,58,"18,448",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
FORETT AT BUKIT TIMAH,"2,430,000","1,194.8","2,034",Aug-22,TOH TUCK ROAD,New Sale,Strata,111,"21,892",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,187,000",979.52,"2,233",Aug-22,BROOKVALE DRIVE,New Sale,Strata,91,"24,033",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10
COASTLINE RESIDENCES,"2,012,800",710.42,"2,833",Aug-22,AMBER ROAD,New Sale,Strata,66,"30,497",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
MEYER MANSION,"3,636,000","1,399.32","2,598",Aug-22,MEYER ROAD,New Sale,Strata,130,"27,969",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LIV @ MB,"2,462,000","1,119.46","2,199",Aug-22,ARTHUR ROAD,New Sale,Strata,104,"23,673",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,06 to 10
THE CREEK @ BUKIT,"1,400,000",742.72,"1,885",Aug-22,TOH TUCK ROAD,Resale,Strata,69,"20,290",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
REGIS MANSIONS,"1,260,000","1,022.58","1,232",Aug-22,JALAN RAJAWALI,Resale,Strata,95,"13,263",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
THE HILLFORD,"668,000",505.91,"1,320",Aug-22,JALAN JURONG KECHIL,Resale,Strata,47,"14,213",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
THOMSON GRAND,"2,287,000","1,399.32","1,634",Aug-22,SIN MING WALK,Resale,Strata,130,"17,592",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,11 to 15
COCO PALMS,"1,080,000",742.72,"1,454",Aug-22,PASIR RIS GROVE,Resale,Strata,69,"15,652",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
BAYOU RESIDENCE,"1,000,000",785.77,"1,273",Aug-22,UPPER PAYA LEBAR ROAD,Resale,Strata,73,"13,699",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PALM ISLES,"638,000",559.73,"1,140",Aug-22,FLORA DRIVE,Resale,Strata,52,"12,269",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,085,000",775.01,"1,400",Aug-22,COMPASSVALE BOW,Resale,Strata,72,"15,069",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE QUINN,"750,000",484.38,"1,548",Aug-22,BARTLEY ROAD,Resale,Strata,45,"16,667",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PARC KOMO,"1,743,390",979.52,"1,780",Aug-22,UPPER CHANGI ROAD NORTH,New Sale,Strata,91,"19,158",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
ETON COURT,"1,525,000","1,130.22","1,349",Aug-22,LORONG N TELOK KURAU,Resale,Strata,105,"14,524",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
LAGUNA PARK,"1,880,000","1,614.6","1,164",Aug-22,MARINE PARADE ROAD,Resale,Strata,150,"12,533",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,16 to 20
ARCHIPELAGO,"725,000",527.44,"1,375",Aug-22,BEDOK RESERVOIR ROAD,Resale,Strata,49,"14,796",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
THE SEAFRONT ON MEYER,"3,635,000","1,603.84","2,266",Aug-22,MEYER ROAD,Resale,Strata,149,"24,396",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
JEWEL @ BUANGKOK,"1,330,000",871.88,"1,525",Aug-22,COMPASSVALE BOW,Resale,Strata,81,"16,420",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE GLADES,"700,000",452.09,"1,548",Aug-22,BEDOK RISE,Resale,Strata,42,"16,667",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
ARCHIPELAGO,"3,100,000","2,540.3","1,220",Aug-22,BEDOK RESERVOIR ROAD,Resale,Strata,236,"13,136",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,250,000",807.3,"1,548",Aug-22,LORONG HOW SUN,Resale,Strata,75,"16,667",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
BAYWATER,"1,250,000","1,033.34","1,210",Aug-22,BEDOK RESERVOIR ROAD,Resale,Strata,96,"13,021",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"1,156,000",893.41,"1,294",Aug-22,UPPER SERANGOON VIEW,Resale,Strata,83,"13,928",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
STRATFORD COURT,"1,085,000","1,162.51",933,Aug-22,BEDOK RIA CRESCENT,Resale,Strata,108,"10,046",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
PANDAN VALLEY,"2,923,000","2,023.63","1,444",Aug-22,PANDAN VALLEY,Resale,Strata,188,"15,548",-,Condominium,1,Freehold,21,Rest of Central Region,11 to 15
GOLDENHILL PARK CONDOMINIUM,"2,830,000","1,539.25","1,839",Aug-22,MEI HWAN DRIVE,Resale,Strata,143,"19,790",-,Condominium,1,Freehold,20,Outside Central Region,01 to 05
MABELLE,"1,210,000",807.3,"1,499",Aug-22,LORONG M TELOK KURAU,Resale,Strata,75,"16,133",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SEA ESTA,"1,400,000","1,119.46","1,251",Aug-22,PASIR RIS LINK,Resale,Strata,104,"13,462",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
VUE 8 RESIDENCE,"1,700,000","1,237.86","1,373",Aug-22,PASIR RIS HEIGHTS,Resale,Strata,115,"14,783",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
HEDGES PARK CONDOMINIUM,"800,000",764.24,"1,047",Aug-22,FLORA DRIVE,Resale,Strata,71,"11,268",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"870,000",484.38,"1,796",Aug-22,HOUGANG AVENUE 2,Sub Sale,Strata,45,"19,333",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
WATERVIEW,"1,050,000",925.7,"1,134",Aug-22,TAMPINES AVENUE 1,Resale,Strata,86,"12,209",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
CARDIFF RESIDENCE,"1,140,000","1,130.22","1,009",Aug-22,CARDIFF GROVE,Resale,Strata,105,"10,857",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
THE GAZANIA,"1,554,000",678.13,"2,292",Aug-22,HOW SUN DRIVE,New Sale,Strata,63,"24,667",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,041,000",979.52,"2,084",Aug-22,BROOKVALE DRIVE,New Sale,Strata,91,"22,429",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
THE GAZANIA,"1,151,000",462.85,"2,487",Aug-22,HOW SUN DRIVE,New Sale,Strata,43,"26,767",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,031,000",936.47,"2,169",Aug-22,BROOKVALE DRIVE,New Sale,Strata,87,"23,345",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
THE GAZANIA,"2,104,000",914.94,"2,300",Aug-22,HOW SUN DRIVE,New Sale,Strata,85,"24,753",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
BAYWIND RESIDENCES,"2,066,000",968.76,"2,133",Aug-22,LORONG N TELOK KURAU,New Sale,Strata,90,"22,956",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"2,302,000","1,194.8","1,927",Aug-22,BROOKVALE DRIVE,New Sale,Strata,111,"20,739",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
PASIR RIS 8,"1,468,000",710.42,"2,066",Aug-22,PASIR RIS DRIVE 8,New Sale,Strata,66,"22,242",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10
RIPPLE BAY,"918,000",764.24,"1,201",Aug-22,PASIR RIS LINK,Resale,Strata,71,"12,930",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
FERRARIA PARK CONDOMINIUM,"715,000",645.84,"1,107",Aug-22,FLORA DRIVE,Resale,Strata,60,"11,917",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
REGENTVILLE,"1,082,000","1,302.44",831,Aug-22,HOUGANG STREET 92,Resale,Strata,121,"8,942",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
MAYFAIR MODERN,"2,754,138","1,291.68","2,132",Aug-22,RIFLE RANGE ROAD,New Sale,Strata,120,"22,951",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,06 to 10
THE SANTORINI,"975,000",731.95,"1,332",Aug-22,TAMPINES STREET 86,Resale,Strata,68,"14,338",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
GARDEN PARK RESIDENCES,"1,230,000",721.19,"1,706",Aug-22,LORONG M TELOK KURAU,Resale,Strata,67,"18,358",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE BAYSHORE,"980,000",947.23,"1,035",Aug-22,BAYSHORE ROAD,Resale,Strata,88,"11,136",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
ECO,"806,288",548.96,"1,469",Aug-22,BEDOK SOUTH AVENUE 3,Resale,Strata,51,"15,810",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
THE BAYSHORE,"1,050,000",925.7,"1,134",Aug-22,BAYSHORE ROAD,Resale,Strata,86,"12,209",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,21 to 25
FORETT AT BUKIT TIMAH,"1,672,000",742.72,"2,251",Aug-22,TOH TUCK ROAD,New Sale,Strata,69,"24,232",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
SAVANNAH CONDOPARK,"1,550,000","1,453.14","1,067",Aug-22,SIMEI RISE,Resale,Strata,135,"11,481",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
THE QUARTZ,"1,330,000","1,076.4","1,236",Aug-22,COMPASSVALE BOW,Resale,Strata,100,"13,300",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10
CENTRO RESIDENCES,"2,120,000","1,280.92","1,655",Aug-22,ANG MO KIO AVENUE 8,Resale,Strata,119,"17,815",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,11 to 15
CASA MERAH,"1,650,000","1,334.74","1,236",Aug-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,124,"13,306",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
SUNHAVEN,"1,450,000","1,280.92","1,132",Aug-22,UPPER CHANGI ROAD EAST,Resale,Strata,119,"12,185",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
EVERITT EDGE,"1,080,000",839.59,"1,286",Aug-22,JOO CHIAT PLACE,Resale,Strata,78,"13,846",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
JEWEL @ BUANGKOK,"770,000",484.38,"1,590",Aug-22,COMPASSVALE BOW,Resale,Strata,45,"17,111",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
THE FLORENCE RESIDENCES,"1,860,000","1,001.05","1,858",Aug-22,HOUGANG AVENUE 2,New Sale,Strata,93,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
D'NEST,"1,820,000","1,410.08","1,291",Aug-22,PASIR RIS GROVE,Resale,Strata,131,"13,893",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
ECO,"820,000",635.08,"1,291",Aug-22,BEDOK SOUTH AVENUE 3,Resale,Strata,59,"13,898",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
BAYSHORE PARK,"1,200,000",936.47,"1,281",Aug-22,BAYSHORE ROAD,Resale,Strata,87,"13,793",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,16 to 20
PARC OLYMPIA,"1,750,000","1,646.89","1,063",Aug-22,FLORA DRIVE,Resale,Strata,153,"11,438",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
ONE ROSYTH,"1,450,007","1,356.26","1,069",Aug-22,ROSYTH ROAD,Resale,Strata,126,"11,508",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
KINGSGROVE,"1,510,800","1,259.39","1,200",Aug-22,ANG MO KIO AVENUE 1,Resale,Strata,117,"12,913",-,Condominium,1,Freehold,20,Outside Central Region,01 to 05
EVERGREEN PARK,"1,070,000","1,237.86",864,Aug-22,HOUGANG AVENUE 7,Resale,Strata,115,"9,304",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,11 to 15
KOVAN REGENCY,"1,750,000","1,130.22","1,548",Aug-22,KOVAN RISE,Resale,Strata,105,"16,667",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SPAZIO @ KOVAN,"820,000",624.31,"1,313",Aug-22,UPPER SERANGOON ROAD,Resale,Strata,58,"14,138",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE GLADES,"860,000",570.49,"1,507",Aug-22,BEDOK RISE,Resale,Strata,53,"16,226",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
THE BENTLY RESIDENCES@KOVAN,"1,765,000","1,453.14","1,215",Aug-22,KOVAN ROAD,Resale,Strata,135,"13,074",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PARBURY HILL CONDOMINIUM,"3,060,000","2,249.68","1,360",Aug-22,PARBURY AVENUE,Resale,Strata,209,"14,641",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
TAIPAN GRAND,"1,870,000","1,399.32","1,336",Aug-22,MARINE PARADE ROAD,Resale,Strata,130,"14,385",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SOUTHAVEN I,"1,600,000","1,377.79","1,161",Aug-22,HINDHEDE WALK,Resale,Strata,128,"12,500",-,Condominium,1,99 yrs lease commencing from 1994,21,Outside Central Region,06 to 10
BEDOK COURT,"1,900,000","2,464.96",771,Aug-22,BEDOK SOUTH AVENUE 3,Resale,Strata,229,"8,297",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,450,000",914.94,"1,585",Aug-22,HOUGANG AVENUE 7,Sub Sale,Strata,85,"17,059",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
THE SUMMIT,"1,945,000","1,248.62","1,558",Aug-22,UPPER EAST COAST ROAD,Resale,Strata,116,"16,767",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THOMSON THREE,"1,300,000",731.95,"1,776",Aug-22,BRIGHT HILL DRIVE,Resale,Strata,68,"19,118",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,16 to 20
SHERWOOD TOWER,"1,228,000","1,517.72",809,Aug-22,JALAN ANAK BUKIT,Resale,Strata,141,"8,709",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,01 to 05
D'ZIRE,"588,000",430.56,"1,366",Aug-22,ROBEY CRESCENT,Resale,Strata,40,"14,700",-,Apartment,1,999 yrs lease commencing from 1875,19,Outside Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"970,000",947.23,"1,024",Aug-22,FLORA ROAD,Resale,Strata,88,"11,023",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
SKY VUE,"1,210,000",678.13,"1,784",Aug-22,BISHAN STREET 15,Resale,Strata,63,"19,206",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,01 to 05
THOMSON IMPRESSIONS,"800,000",462.85,"1,728",Aug-22,LORONG PUNTONG,Resale,Strata,43,"18,605",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,01 to 05
THE WATERLINE,"1,580,000","1,237.86","1,276",Aug-22,POH HUAT ROAD WEST,Resale,Strata,115,"13,739",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
KI RESIDENCES AT BROOKVALE,"1,996,000","1,033.34","1,932",Aug-22,BROOKVALE DRIVE,New Sale,Strata,96,"20,792",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
SANTA FE MANSIONS,"1,650,000","1,076.4","1,533",Aug-22,MARGATE ROAD,Resale,Strata,100,"16,500",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
BARTLEY VUE,"1,467,000",731.95,"2,004",Aug-22,JALAN BUNGA RAMPAI,New Sale,Strata,68,"21,574",-,Apartment,1,99 yrs lease commencing from 2020,19,Rest of Central Region,06 to 10
CASA AL MARE,"1,369,888",775.01,"1,768",Aug-22,JALAN LOYANG BESAR,New Sale,Strata,72,"19,026",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
VUE 8 RESIDENCE,"980,000",796.54,"1,230",Aug-22,PASIR RIS HEIGHTS,Resale,Strata,74,"13,243",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE CASCADIA,"1,180,000",581.26,"2,030",Aug-22,BUKIT TIMAH ROAD,Resale,Strata,54,"21,852",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE NEXUS,"1,150,000",613.55,"1,874",Aug-22,BUKIT TIMAH ROAD,Resale,Strata,57,"20,175",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE SCALA,"1,800,000","1,140.98","1,578",Aug-22,SERANGOON AVENUE 3,Resale,Strata,106,"16,981",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
DOUBLE BAY RESIDENCES,"1,078,888",936.47,"1,152",Aug-22,SIMEI STREET 4,Resale,Strata,87,"12,401",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE RED HOUSE,"1,200,000",958,"1,253",Aug-22,EAST COAST ROAD,Resale,Strata,89,"13,483",-,Apartment,1,99 yrs lease commencing from 2012,15,Rest of Central Region,01 to 05
WATERTOWN,"865,000",581.26,"1,488",Aug-22,PUNGGOL CENTRAL,Resale,Strata,54,"16,019",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
SUNHAVEN,"1,218,800",990.29,"1,231",Aug-22,UPPER CHANGI ROAD EAST,Resale,Strata,92,"13,248",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
AURA 83,"815,000",484.38,"1,683",Aug-22,DUKU ROAD,Resale,Strata,45,"18,111",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
URBAN VISTA,"1,420,000","1,044.11","1,360",Aug-22,TANAH MERAH KECHIL LINK,Resale,Strata,97,"14,639",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
Q BAY RESIDENCES,"1,318,000","1,033.34","1,275",Aug-22,TAMPINES STREET 86,Resale,Strata,96,"13,729",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,280,000",871.88,"1,468",Aug-22,HOUGANG AVENUE 7,Sub Sale,Strata,81,"15,802",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
LEGENDA AT JOO CHIAT,"1,700,000","1,463.9","1,161",Aug-22,JOO CHIAT LANE,Resale,Strata,136,"12,500",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,01 to 05
THE SPRINGBLOOM,"1,320,000","1,130.22","1,168",Aug-22,SERANGOON AVENUE 3,Resale,Strata,105,"12,571",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10
PARKWOOD RESIDENCES,"1,508,000",861.12,"1,751",Aug-22,YIO CHU KANG ROAD,New Sale,Strata,80,"18,850",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE SANTORINI,"650,888",527.44,"1,234",Aug-22,TAMPINES STREET 86,Resale,Strata,49,"13,283",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
RAFFLESIA CONDOMINIUM,"1,738,800","1,302.44","1,335",Aug-22,BISHAN STREET 21,Resale,Strata,121,"14,370",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
FORETT AT BUKIT TIMAH,"1,669,000",731.95,"2,280",Aug-22,TOH TUCK ROAD,New Sale,Strata,68,"24,544",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
FORETT AT BUKIT TIMAH,"2,291,000","1,033.34","2,217",Aug-22,TOH TUCK ROAD,New Sale,Strata,96,"23,865",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
PARC OLYMPIA,"1,390,000","1,323.97","1,050",Aug-22,FLORA DRIVE,Resale,Strata,123,"11,301",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,225,000",796.54,"1,538",Aug-22,LORONG HOW SUN,Resale,Strata,74,"16,554",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
THE ESPIRA,"1,450,000","1,054.87","1,375",Aug-22,LORONG L TELOK KURAU,Resale,Strata,98,"14,796",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TERRASSE,"925,000",753.48,"1,228",Aug-22,TERRASSE LANE,Resale,Strata,70,"13,214",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
PANDAN VALLEY,"5,100,000","4,585.46","1,112",Aug-22,PANDAN VALLEY,Resale,Strata,426,"11,972",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
