Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARC ROSEWOOD,"500,000",430.56,"1,161",Jan-21,ROSEWOOD DRIVE,Resale,Strata,40,"12,500",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
REGENT GROVE,"800,000","1,173.28",682,Jan-21,CHOA CHU KANG NORTH 7,Resale,Strata,109,"7,339",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
HILLION RESIDENCES,"640,000",462.85,"1,383",Jan-21,JELEBU ROAD,Resale,Strata,43,"14,884",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,16 to 20
REGENT GROVE,"808,000","1,173.28",689,Jan-21,CHOA CHU KANG NORTH 7,Resale,Strata,109,"7,413",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
SKIES MILTONIA,"740,800",721.19,"1,027",Jan-21,MILTONIA CLOSE,Resale,Strata,67,"11,057",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
CANBERRA RESIDENCES,"1,030,000","1,205.57",854,Jan-21,CANBERRA DRIVE,Resale,Strata,112,"9,196",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
SELETAR PARK RESIDENCE,"1,048,000",871.88,"1,202",Jan-21,SELETAR ROAD,Resale,Strata,81,"12,938",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
MIDWOOD,"1,138,100",688.9,"1,652",Jan-21,HILLVIEW RISE,New Sale,Strata,64,"17,783",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
MIDWOOD,"1,438,000",893.41,"1,610",Jan-21,HILLVIEW RISE,New Sale,Strata,83,"17,325",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,16 to 20
MIDWOOD,"1,427,900",893.41,"1,598",Jan-21,HILLVIEW RISE,New Sale,Strata,83,"17,204",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
MIDWOOD,"836,300",484.38,"1,727",Jan-21,HILLVIEW RISE,New Sale,Strata,45,"18,584",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,21 to 25
DAIRY FARM RESIDENCES,"1,580,300","1,001.05","1,579",Dec-20,DAIRY FARM LANE,New Sale,Strata,93,"16,992",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
SELETAR SPRINGS CONDOMINIUM,"1,580,000","2,066.69",765,Dec-20,GERALD DRIVE,Resale,Strata,192,"8,229",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
MONT BOTANIK RESIDENCE,"1,207,300",699.66,"1,726",Dec-20,JALAN REMAJA,New Sale,Strata,65,"18,574",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
MIDWOOD,"952,200",548.96,"1,735",Dec-20,HILLVIEW RISE,New Sale,Strata,51,"18,671",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,26 to 30
BUKIT 828,"1,118,000",678.13,"1,649",Dec-20,UPPER BUKIT TIMAH ROAD,New Sale,Strata,63,"17,746",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
THE SKYWOODS,"808,000",624.31,"1,294",Dec-20,DAIRY FARM HEIGHTS,Resale,Strata,58,"13,931",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
PARC ROSEWOOD,"513,000",430.56,"1,191",Dec-20,ROSEWOOD DRIVE,Resale,Strata,40,"12,825",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NATURA@HILLVIEW,"714,000",527.44,"1,354",Dec-20,HILLVIEW TERRACE,Resale,Strata,49,"14,571",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
PARC VISTA,"888,000","1,054.87",842,Dec-20,CORPORATION ROAD,Resale,Strata,98,"9,061",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
DAIRY FARM RESIDENCES,"1,664,200","1,011.82","1,645",Dec-20,DAIRY FARM LANE,New Sale,Strata,94,"17,704",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
DAIRY FARM RESIDENCES,"1,730,000","1,140.98","1,516",Dec-20,DAIRY FARM LANE,New Sale,Strata,106,"16,321",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
LAKEHOLMZ,"1,105,000","1,248.62",885,Dec-20,CORPORATION ROAD,Resale,Strata,116,"9,526",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,06 to 10
LAKEHOLMZ,"1,188,800","1,237.86",960,Dec-20,CORPORATION ROAD,Resale,Strata,115,"10,337",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,16 to 20
MERALODGE,"1,250,000","1,162.51","1,075",Dec-20,HILLVIEW AVENUE,Resale,Strata,108,"11,574",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
MI CASA,"1,200,000","1,259.39",953,Dec-20,CHOA CHU KANG AVENUE 3,Resale,Strata,117,"10,256",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,16 to 20
SELETARIS,"1,200,000","1,377.79",871,Dec-20,SEMBAWANG ROAD,Resale,Strata,128,"9,375",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
HILLINGTON GREEN,"1,675,000","1,345.5","1,245",Dec-20,HILLVIEW AVENUE,Resale,Strata,125,"13,400",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,01 to 05
PARC VISTA,"1,090,000","1,313.21",830,Dec-20,CORPORATION ROAD,Resale,Strata,122,"8,934",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,11 to 15
HILLVIEW REGENCY,"815,000",968.76,841,Dec-20,BUKIT BATOK EAST AVENUE 2,Resale,Strata,90,"9,056",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,01 to 05
GRANDE VISTA,"1,420,000","1,367.03","1,039",Dec-20,CACTUS DRIVE,Resale,Strata,127,"11,181",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
SUNRISE GARDENS,"740,888",925.7,800,Dec-20,SUNRISE AVENUE,Resale,Strata,86,"8,615",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
SERENITY PARK,"1,600,000","1,593.07","1,004",Dec-20,TAMARIND ROAD,Resale,Strata,148,"10,811",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
PALM GARDENS,"905,000","1,205.57",751,Dec-20,HONG SAN WALK,Resale,Strata,112,"8,080",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
PARC BOTANNIA,"1,060,000",785.77,"1,349",Dec-20,FERNVALE STREET,New Sale,Strata,73,"14,521",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
MIDWOOD,"960,500",548.96,"1,750",Dec-20,HILLVIEW RISE,New Sale,Strata,51,"18,833",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,16 to 20
HILLVIEW HEIGHTS,"1,655,000","1,270.15","1,303",Dec-20,HILLVIEW AVENUE,Resale,Strata,118,"14,025",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
MIDWOOD,"775,000",484.38,"1,600",Dec-20,HILLVIEW RISE,New Sale,Strata,45,"17,222",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
SELETAR SPRINGS CONDOMINIUM,"980,000","1,302.44",752,Dec-20,GERALD DRIVE,Resale,Strata,121,"8,099",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
SELETAR SPRINGS CONDOMINIUM,"1,172,000","1,496.2",783,Dec-20,GERALD DRIVE,Resale,Strata,139,"8,432",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
SKIES MILTONIA,"1,180,000","1,130.22","1,044",Dec-20,MILTONIA CLOSE,Resale,Strata,105,"11,238",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
PARC VISTA,"1,105,000","1,280.92",863,Dec-20,CORPORATION ROAD,Resale,Strata,119,"9,286",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,11 to 15
THE SKYWOODS,"1,470,000","1,173.28","1,253",Dec-20,DAIRY FARM HEIGHTS,Resale,Strata,109,"13,486",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
THE ESTUARY,"590,000",592.02,997,Dec-20,YISHUN AVENUE 1,Resale,Strata,55,"10,727",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,01 to 05
PARC VISTA,"925,000","1,054.87",877,Dec-20,CORPORATION ROAD,Resale,Strata,98,"9,439",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,11 to 15
NATURA@HILLVIEW,"715,000",527.44,"1,356",Dec-20,HILLVIEW TERRACE,Resale,Strata,49,"14,592",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
THE ESSENCE,"1,128,000",904.18,"1,248",Dec-20,CHONG KUO ROAD,New Sale,Strata,84,"13,429",-,Apartment,1,99 yrs lease commencing from 2018,26,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"762,000",581.26,"1,311",Dec-20,FERNVALE ROAD,Resale,Strata,54,"14,111",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
MI CASA,"1,140,000","1,323.97",861,Dec-20,CHOA CHU KANG AVENUE 3,Resale,Strata,123,"9,268",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,06 to 10
ROSEWOOD,"745,000","1,011.82",736,Dec-20,ROSEWOOD DRIVE,Resale,Strata,94,"7,926",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,11 to 15
THE HILLIER,"980,000",678.13,"1,445",Dec-20,HILLVIEW RISE,Resale,Strata,63,"15,556",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
MEADOWS @ PEIRCE,"1,920,000","1,722.24","1,115",Dec-20,UPPER THOMSON ROAD,Resale,Strata,160,"12,000",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
MIDWOOD,"765,500",484.38,"1,580",Dec-20,HILLVIEW RISE,New Sale,Strata,45,"17,011",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
MIDWOOD,"792,200",484.38,"1,635",Dec-20,HILLVIEW RISE,New Sale,Strata,45,"17,604",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
MIDWOOD,"1,234,700",785.77,"1,571",Dec-20,HILLVIEW RISE,New Sale,Strata,73,"16,914",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
LAKEHOLMZ,"1,155,000","1,248.62",925,Dec-20,CORPORATION ROAD,Resale,Strata,116,"9,957",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,06 to 10
PARC OASIS,"1,370,000","1,506.96",909,Dec-20,JURONG EAST AVENUE 1,Resale,Strata,140,"9,786",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,06 to 10
THE NAUTICAL,"988,888","1,119.46",883,Dec-20,JALAN SENDUDOK,Resale,Strata,104,"9,509",-,Condominium,1,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05
YISHUN EMERALD,"920,000","1,151.75",799,Dec-20,CANBERRA DRIVE,Resale,Strata,107,"8,598",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15
HIGH PARK RESIDENCES,"958,000",871.88,"1,099",Dec-20,FERNVALE ROAD,Resale,Strata,81,"11,827",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
SKIES MILTONIA,"1,120,000","1,076.4","1,041",Dec-20,MILTONIA CLOSE,Resale,Strata,100,"11,200",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
SYMPHONY SUITES,"731,000",688.9,"1,061",Dec-20,YISHUN CLOSE,Resale,Strata,64,"11,422",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05
REGENT HEIGHTS,"860,000","1,162.51",740,Dec-20,BUKIT BATOK EAST AVENUE 5,Resale,Strata,108,"7,963",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,16 to 20
HILLVISTA,"1,470,000","1,140.98","1,288",Dec-20,ELIZABETH DRIVE,Resale,Strata,106,"13,868",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
MEADOWS @ PEIRCE,"1,595,000","1,270.15","1,256",Dec-20,UPPER THOMSON ROAD,Resale,Strata,118,"13,517",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
REGENT GROVE,"780,000","1,173.28",665,Dec-20,CHOA CHU KANG NORTH 7,Resale,Strata,109,"7,156",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
IVORY HEIGHTS,"1,600,000","1,851.41",864,Dec-20,JURONG EAST STREET 13,Resale,Strata,172,"9,302",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,01 to 05
TREE HOUSE,"1,260,000","1,151.75","1,094",Dec-20,CHESTNUT AVENUE,Resale,Strata,107,"11,776",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,06 to 10
THE ESSENCE,"1,029,000",699.66,"1,471",Dec-20,CHONG KUO ROAD,New Sale,Strata,65,"15,831",-,Apartment,1,99 yrs lease commencing from 2018,26,Outside Central Region,01 to 05
MIDWOOD,"994,600",635.08,"1,566",Dec-20,HILLVIEW RISE,New Sale,Strata,59,"16,858",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
DAIRY FARM RESIDENCES,"1,195,500",710.42,"1,683",Dec-20,DAIRY FARM LANE,New Sale,Strata,66,"18,114",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
SELETAR SPRINGS CONDOMINIUM,"1,420,000","2,077.45",684,Dec-20,GERALD DRIVE,Resale,Strata,193,"7,358",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,268,888","1,044.11","1,215",Dec-20,FERNVALE CLOSE,Resale,Strata,97,"13,081",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
GUILIN VIEW,"1,420,000","1,829.88",776,Dec-20,BUKIT BATOK STREET 52,Resale,Strata,170,"8,353",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
YISHUN EMERALD,"835,000","1,205.57",693,Dec-20,CANBERRA DRIVE,Resale,Strata,112,"7,455",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,06 to 10
CASTLE GREEN,"1,175,000","1,173.28","1,001",Dec-20,YIO CHU KANG ROAD,Resale,Strata,109,"10,780",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,11 to 15
MIDWOOD,"795,800",484.38,"1,643",Dec-20,HILLVIEW RISE,New Sale,Strata,45,"17,684",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
LAKE GRANDE,"855,000",516.67,"1,655",Dec-20,JURONG LAKE LINK,Resale,Strata,48,"17,813",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,16 to 20
PARC ROSEWOOD,"630,000",602.78,"1,045",Dec-20,ROSEWOOD DRIVE,Resale,Strata,56,"11,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORTHWOOD,"1,638,888","1,991.34",823,Dec-20,JALAN MATA AYER,Resale,Strata,185,"8,859",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
PARC ROSEWOOD,"700,000",807.3,867,Dec-20,ROSEWOOD DRIVE,Resale,Strata,75,"9,333",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ECO SANCTUARY,"705,000",505.91,"1,394",Dec-20,CHESTNUT AVENUE,Resale,Strata,47,"15,000",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,21 to 25
THE DAIRY FARM,"2,380,000","1,948.28","1,222",Dec-20,DAIRY FARM ROAD,Resale,Strata,181,"13,149",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
THE HILLIER,"1,100,000",807.3,"1,363",Dec-20,HILLVIEW RISE,Resale,Strata,75,"14,667",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
LAKE GRANDE,"1,280,000",861.12,"1,486",Dec-20,JURONG LAKE LINK,Resale,Strata,80,"16,000",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,06 to 10
THE CENTRIS,"1,680,000","1,528.49","1,099",Dec-20,JURONG WEST CENTRAL 3,Resale,Strata,142,"11,831",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
PARC ROSEWOOD,"510,000",430.56,"1,185",Dec-20,ROSEWOOD DRIVE,Resale,Strata,40,"12,750",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE ESSENCE,"1,612,130","1,259.39","1,280",Dec-20,CHONG KUO ROAD,New Sale,Strata,117,"13,779",-,Apartment,1,99 yrs lease commencing from 2018,26,Outside Central Region,01 to 05
THE ESSENCE,"1,030,000",731.95,"1,407",Dec-20,CHONG KUO ROAD,New Sale,Strata,68,"15,147",-,Apartment,1,99 yrs lease commencing from 2018,26,Outside Central Region,01 to 05
MIDWOOD,"1,589,900",990.29,"1,605",Dec-20,HILLVIEW RISE,New Sale,Strata,92,"17,282",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,16 to 20
THE ESTUARY,"645,000",592.02,"1,089",Dec-20,YISHUN AVENUE 1,Resale,Strata,55,"11,727",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"1,215,000","1,506.96",806,Dec-20,SELETAR ROAD,Resale,Strata,140,"8,679",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
EUPHONY GARDENS,"1,100,000","2,195.86",501,Dec-20,JALAN MATA AYER,Resale,Strata,204,"5,392",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"815,000","1,184.04",688,Dec-20,WOODGROVE DRIVE,Resale,Strata,110,"7,409",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
YEWTEE RESIDENCES,"1,288,000","1,700.71",757,Dec-20,CHOA CHU KANG NORTH 6,Resale,Strata,158,"8,152",-,Apartment,1,99 yrs lease commencing from 2006,23,Outside Central Region,11 to 15
KINGSFORD . HILLVIEW PEAK,"700,000",548.96,"1,275",Dec-20,HILLVIEW RISE,Resale,Strata,51,"13,725",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,16 to 20
DAIRY FARM RESIDENCES,"978,700",624.31,"1,568",Dec-20,DAIRY FARM LANE,New Sale,Strata,58,"16,874",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,430,000","1,237.86","1,155",Dec-20,FERNVALE CLOSE,Resale,Strata,115,"12,435",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
LAKEPOINT CONDOMINIUM,"1,448,118","2,217.38",653,Dec-20,LAKEPOINT DRIVE,Resale,Strata,206,"7,030",-,Condominium,1,99 yrs lease commencing from 1983,22,Outside Central Region,01 to 05
MONT BOTANIK RESIDENCE,"1,669,500",947.23,"1,763",Dec-20,JALAN REMAJA,New Sale,Strata,88,"18,972",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
YISHUN SAPPHIRE,"728,000",958,760,Dec-20,CANBERRA DRIVE,Resale,Strata,89,"8,180",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15
THE CALROSE,"2,500,000","2,551.07",980,Dec-20,YIO CHU KANG ROAD,Resale,Strata,237,"10,549",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
